"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-08-20"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 제주특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 0 ~ 100000000000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"259","제주특별자치도 제주시 도두일동","2614","2614","0000","블루파크시티","21.2369","202506","26","12,900","-","7","공공기관","법인","2018","도두항서길 41","-","직거래","-","25.06.30"
"260","제주특별자치도 제주시 아라일동","6121","6121","0000","아라아이파크","133.4998","202506","25","98,000","107","3","개인","개인","2013","인다1길 20","-","중개거래","제주 제주시","25.08.01"
"261","제주특별자치도 제주시 오라이동","3838","3838","0000","휴안더갤러리오라101동","84.1076","202506","25","52,000","주1동","7","개인","개인","2024","연사길 57","-","중개거래","제주 제주시","25.07.02"
"262","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202506","25","25,800","-","5","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","-"
"263","제주특별자치도 제주시 화북이동","116","0116","0000","제주삼화사랑으로부영2차","84.3616","202506","25","52,000","203","7","개인","개인","2013","화삼로 12","-","중개거래","제주 제주시","25.07.02"
"264","제주특별자치도 서귀포시 중문동","1802","1802","0000","포레나제주중문","84.9685","202506","25","47,500","-","1","개인","법인","2023","중문상로82번길 45","-","중개거래","제주 서귀포시","-"
"265","제주특별자치도 제주시 일도이동","113-1","0113","0001","일도수선화","49.0600","202506","24","20,500","일도수선화아파트 나","3","개인","개인","1993","연삼로 560-1","-","중개거래","제주 제주시","25.07.10"
"266","제주특별자치도 제주시 화북이동","3489","3489","0000","아뜨리움화북","69.6756","202506","24","27,500","-","6","개인","개인","2018","연삼로 708-12","-","중개거래","제주 제주시","25.07.10"
"267","제주특별자치도 제주시 연동","2332-17","2332","0017","도령해든빌","21.7292","202506","24","6,200","-","2","개인","개인","2011","도령로 127-1","-","직거래","-","25.06.24"
"268","제주특별자치도 제주시 이도일동","1539-7","1539","0007","제이시티팰리스","72.6400","202506","24","33,000","-","7","개인","개인","2021","고전길 38","-","중개거래","제주 제주시","-"
"269","제주특별자치도 제주시 건입동","940-3","0940","0003","현대","67.9300","202506","23","27,500","-","3","개인","개인","1993","만덕로3길 26","-","중개거래","제주 제주시","-"
"270","제주특별자치도 제주시 외도일동","445-5","0445","0005","외도탐나지오","68.3550","202506","22","37,000","-","10","개인","개인","2021","우정로6길 6","-","중개거래","제주 제주시","-"
"271","제주특별자치도 제주시 연동","314-52","0314","0052","지산18차위더스빌","84.8900","202506","22","44,000","-","2","개인","개인","2012","선덕로 22","-","중개거래","제주 제주시","25.08.04"
"272","제주특별자치도 제주시 화북일동","1965-5","1965","0005","정우빌리지2차","84.9400","202506","22","27,500","-","4","개인","개인","2012","진남로4길 8-5","-","중개거래","제주 제주시","25.07.01"
"273","제주특별자치도 제주시 연동","314-52","0314","0052","지산18차위더스빌","84.8900","202506","22","44,000","-","2","개인","개인","2012","선덕로 22","20250627","중개거래","제주 제주시","-"
"274","제주특별자치도 제주시 일도일동","1048-8","1048","0008","일도조양상떼빌","84.9300","202506","22","26,000","-","2","개인","개인","2005","성지로 73","-","중개거래","제주 제주시","-"
"275","제주특별자치도 제주시 일도일동","1048-8","1048","0008","일도조양상떼빌","84.9300","202506","22","26,000","-","2","개인","개인","2005","성지로 73","20250622","중개거래","제주 제주시","-"
"276","제주특별자치도 제주시 일도일동","1048-8","1048","0008","일도조양상떼빌","84.9300","202506","22","26,000","-","2","개인","개인","2005","성지로 73","20250623","중개거래","제주 제주시","-"
"277","제주특별자치도 제주시 삼양이동","2312","2312","0000","엔에이치에프제주삼화1단지","59.9800","202506","21","42,500","-","5","개인","개인","2017","화삼북로 87","-","중개거래","제주 제주시","-"
"278","제주특별자치도 서귀포시 동홍동","1382","1382","0000","나산빌라트","59.8400","202506","21","11,800","A","2","개인","개인","1992","중앙로150번길 33","-","직거래","-","25.07.16"
"279","제주특별자치도 서귀포시 서홍동","305-2","0305","0002","지오빌Ⅱ-2차","84.3708","202506","21","35,000","203","4","개인","개인","2013","중앙로 189","-","중개거래","제주 서귀포시","25.06.27"
"280","제주특별자치도 제주시 일도이동","113-7","0113","0007","대유대림아파트","84.9450","202506","21","41,000","-","4","개인","개인","1997","남광로 181","-","중개거래","제주 제주시","-"
"281","제주특별자치도 제주시 한림읍 옹포리","283","0283","0000","한림오션캐슬아파트","84.9190","202506","21","27,000","102동","5","개인","개인","2018","한림로 554","-","중개거래","제주 제주시","25.07.23"
"282","제주특별자치도 제주시 도련일동","1789-2","1789","0002","미듬하나로(도련)","54.4124","202506","20","17,000","미듬하나로아파트 나동","3","개인","개인","2002","삼봉로 115-1","-","직거래","-","25.06.20"
"283","제주특별자치도 제주시 일도이동","113-7","0113","0007","대유대림아파트","79.8510","202506","20","41,300","제주대유대림아파트 312","5","개인","개인","1997","남광로 181","-","중개거래","제주 제주시","25.07.02"
"284","제주특별자치도 제주시 삼도이동","602-1","0602","0001","아이린5차","84.3900","202506","20","40,500","-","7","개인","법인","2018","전농로9길 27","20250707","중개거래","제주 제주시","-"
"285","제주특별자치도 서귀포시 동홍동","149-1","0149","0001","덕산캐슬","84.9457","202506","20","24,000","102","6","개인","개인","2008","태평로 529-6","-","직거래","-","25.06.20"
"286","제주특별자치도 제주시 연동","1399","1399","0000","대림이편한세상1차","75.0140","202506","20","69,000","-","5","개인","개인","2001","국기로 14","-","중개거래","제주 제주시","-"
"287","제주특별자치도 제주시 도련일동","1909","1909","0000","제주삼화사랑으로부영7차","84.9933","202506","20","57,300","-","2","개인","개인","2015","화삼북로 90","-","중개거래","제주 제주시","-"
"288","제주특별자치도 서귀포시 토평동","175","0175","0000","토평반석타운(가동,나동)","42.2624","202506","19","8,100","나동","1","개인","개인","2000","중산간동로 7678","-","중개거래","제주 서귀포시","25.07.15"
"289","제주특별자치도 제주시 이도이동","777","0777","0000","주공3","39.3000","202506","19","34,500","305","1","개인","개인","1989","구남로 31","-","중개거래","제주 제주시","25.07.29"
"290","제주특별자치도 제주시 도련이동","548","0548","0000","제주삼화사랑으로부영1차","73.9049","202506","19","46,300","104","11","개인","개인","2013","화삼북로 136","-","중개거래","제주 제주시","25.08.11"
"291","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202506","19","15,700","516","5","개인","개인","1999","중산간동로 8002","-","직거래","-","25.07.10"
"292","제주특별자치도 제주시 노형동","731-2","0731","0002","한화","108.4439","202506","19","94,000","101","9","개인","개인","2002","원노형로 102","-","중개거래","제주 제주시","25.07.30"
"293","제주특별자치도 제주시 노형동","731-2","0731","0002","한화","108.4439","202506","19","94,000","-","9","개인","개인","2002","원노형로 102","20250620","중개거래","제주 제주시","-"
"294","제주특별자치도 서귀포시 서귀동","202-21","0202","0021","바원에스클래스","75.4000","202506","18","26,200","-","8","개인","개인","2020","명동로 45","-","직거래","-","25.07.25"
"295","제주특별자치도 제주시 노형동","3779-5","3779","0005","인텔리젼트한빛","84.1190","202506","18","37,800","-","6","개인","법인","2004","1100로 3349","-","중개거래","제주 제주시","-"
"296","제주특별자치도 서귀포시 성산읍 고성리","1618-1","1618","0001","진우파크빌(101,102동)","59.8944","202506","18","15,000","(101동)","2","개인","개인","2001","서성일로 1186-6","-","직거래","-","25.06.23"
"297","제주특별자치도 제주시 삼도이동","941","0941","0000","미듬밀레니엄","114.5400","202506","18","26,000","-","12","개인","개인","2001","중앙로12길 34","-","중개거래","제주 제주시","25.07.21"
"298","제주특별자치도 제주시 삼양이동","2312","2312","0000","엔에이치에프제주삼화1단지","59.9700","202506","18","44,000","-","6","개인","개인","2017","화삼북로 87","-","중개거래","제주 제주시","-"
"299","제주특별자치도 제주시 월평동","747","0747","0000","제주첨단꿈에그린3단지아파트","84.7938","202506","18","48,700","-","3","개인","개인","2018","첨단로동길 106","-","중개거래","제주 제주시","-"
"300","제주특별자치도 제주시 애월읍 하귀1리","44-5","0044","0005","하귀올레","80.6900","202506","18","31,000","-","1","개인","개인","2017","하귀1길 15","-","직거래","-","25.08.01"
"301","제주특별자치도 서귀포시 대정읍 하모리","1221-1","1221","0001","더그라벨아파트","57.1300","202506","18","18,000","-","4","개인","법인","2019","신영로 5","-","중개거래","제주 서귀포시","-"
"302","제주특별자치도 서귀포시 중문동","1725","1725","0000","중문남해오네뜨오션힐","84.8900","202506","17","31,000","108동","3","개인","개인","2016","중문상로82번길 15","-","중개거래","제주 서귀포시","25.08.12"
"303","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","84.7938","202506","17","51,000","-","6","개인","개인","2017","첨단로동길 74","-","중개거래","제주 제주시","-"
"304","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","84.7938","202506","17","51,000","-","6","개인","개인","2017","첨단로동길 74","20250618","중개거래","제주 제주시","-"
"305","제주특별자치도 제주시 일도이동","46","0046","0000","일도2차신천지","59.9800","202506","17","25,500","203","6","개인","개인","1994","천수로 92","-","중개거래","제주 제주시","25.07.22"
"306","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202506","17","30,000","203","3","개인","개인","2001","과원로 11","-","중개거래","제주 제주시","25.07.01"
"307","제주특별자치도 제주시 화북일동","12-1","0012","0001","화북주공4단지","59.9300","202506","17","30,000","404","6","개인","개인","1998","동화로1길 10","-","직거래","-","25.06.19"
"308","제주특별자치도 제주시 삼양이동","2312","2312","0000","엔에이치에프제주삼화1단지","74.9800","202506","16","40,900","108동","2","개인","개인","2017","화삼북로 87","-","직거래","-","25.06.16"
"309","제주특별자치도 제주시 노형동","2583-1","2583","0001","노형뜨란채","84.6700","202506","16","61,800","-","6","개인","개인","2006","수덕로 44","-","중개거래","대전 유성구, 제주 제주시","-"
"310","제주특별자치도 제주시 노형동","732-1","0732","0001","해오름","59.5600","202506","16","49,000","-","9","개인","개인","2001","연화로 16","-","중개거래","제주 제주시","-"
"311","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","84.9921","202506","16","49,000","110동","4","개인","개인","2017","대청로 34","-","중개거래","제주 서귀포시","25.08.13"
"312","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","84.9910","202506","16","50,000","104동","12","개인","개인","2017","대청로 34","-","중개거래","제주 서귀포시","25.07.10"
"313","제주특별자치도 제주시 이도일동","1664-4","1664","0004","광양미화","84.4600","202506","16","18,000","-","1","개인","개인","1991","광양4길 22","-","중개거래","제주 제주시","-"
"314","제주특별자치도 제주시 노형동","732-1","0732","0001","해오름","57.0300","202506","16","41,000","-","1","개인","개인","2001","연화로 16","-","중개거래","제주 제주시","-"
"315","제주특별자치도 서귀포시 중문동","1789","1789","0000","중문푸른마을","59.9900","202506","16","24,000","-","3","개인","개인","2003","천제연로 239","-","중개거래","제주 서귀포시","-"
"316","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","49.8960","202506","16","20,000","103","4","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","25.07.15"
"317","제주특별자치도 제주시 연동","292-4","0292","0004","연동휴레스트2차","41.2600","202506","16","15,100","-","7","개인","개인","2014","은남1길 22","-","중개거래","제주 제주시","-"
"318","제주특별자치도 제주시 도남동","923-13","0923","0013","성환","79.3400","202506","16","15,000","-","6","개인","개인","1991","신성로 91","-","직거래","-","25.06.26"
"319","제주특별자치도 제주시 연동","1399-1","1399","0001","대림이편한세상2차","119.2960","202506","16","110,000","201","2","개인","개인","2002","연화로 25","-","중개거래","제주 제주시","25.06.30"
"320","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","49.8960","202506","16","21,300","101","5","개인","개인","2000","우정로11길 22","-","직거래","-","25.06.27"
"321","제주특별자치도 제주시 용담이동","2688-1","2688","0001","세흥빌라(A동)","121.1700","202506","15","16,000","-","4","개인","개인","1991","용문로18길 27-8","-","중개거래","제주 제주시","-"
"322","제주특별자치도 제주시 삼도이동","1252-4","1252","0004","삼욱아트빌","84.8400","202506","15","24,000","-","6","개인","개인","2005","탑동로11길 8","-","중개거래","제주 제주시","25.08.05"
"323","제주특별자치도 제주시 삼양이동","2318","2318","0000","제주삼화사랑으로부영3차","84.3616","202506","15","52,000","-","6","개인","개인","2013","화삼로 167","-","중개거래","제주 제주시","-"
"324","제주특별자치도 제주시 화북이동","5762","5762","0000","화북세원멤버스","84.9734","202506","14","40,800","-","3","개인","법인","2023","거로남4길 28","-","중개거래","제주 제주시","25.08.06"
"325","제주특별자치도 제주시 아라일동","6121","6121","0000","아라아이파크","84.9912","202506","14","73,000","-","6","개인","개인","2013","인다1길 20","20250616","중개거래","제주 제주시","-"
"326","제주특별자치도 서귀포시 중문동","1725","1725","0000","중문남해오네뜨오션힐","68.9300","202506","14","33,000","-","5","개인","개인","2016","중문상로82번길 15","-","중개거래","서울 광진구","-"
"327","제주특별자치도 제주시 아라일동","6121","6121","0000","아라아이파크","84.9912","202506","14","73,000","102","6","개인","개인","2013","인다1길 20","-","중개거래","제주 제주시","25.07.14"
"328","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202506","14","28,500","-","10","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","-"
"329","제주특별자치도 서귀포시 동홍동","179","0179","0000","제이원타워","15.2000","202506","14","4,900","-","4","개인","개인","2015","태평로 509","-","중개거래","제주 서귀포시","25.07.03"
"330","제주특별자치도 제주시 이도일동","1692-2","1692","0002","신세계에덴","84.8560","202506","14","28,500","-","1","개인","개인","1995","오현길 9","-","중개거래","제주 제주시","25.06.26"
"331","제주특별자치도 서귀포시 동홍동","76-1","0076","0001","본헤르동홍형남","84.8644","202506","14","34,500","-","4","개인","개인","2017","동홍중앙로90번길 38-4","-","중개거래","제주 서귀포시","-"
"332","제주특별자치도 제주시 노형동","754","0754","0000","부영5차","84.9508","202506","13","61,500","503","12","개인","개인","2001","과원북2길 12","-","중개거래","제주 제주시","25.08.12"
"333","제주특별자치도 서귀포시 안덕면 화순리","1131","1131","0000","화순블루팰리스","73.9403","202506","13","19,000","102동","4","개인","개인","2017","화순중앙로12번길 3","-","중개거래","제주 서귀포시","25.06.13"
"334","제주특별자치도 제주시 용담이동","2706-1","2706","0001","장원하이빌아파트","84.6390","202506","13","25,000","-","6","개인","개인","2007","용문로14길 14","-","중개거래","제주 제주시","-"
"335","제주특별자치도 제주시 화북이동","116","0116","0000","제주삼화사랑으로부영2차","84.3616","202506","13","50,000","-","1","개인","개인","2013","화삼로 12","20250616","중개거래","제주 제주시","-"
"336","제주특별자치도 제주시 화북이동","116","0116","0000","제주삼화사랑으로부영2차","84.3616","202506","13","50,000","202","1","개인","개인","2013","화삼로 12","-","중개거래","제주 제주시","25.06.20"
"337","제주특별자치도 제주시 노형동","2585-1","2585","0001","중흥에스클래스(미리내마을)","149.8418","202506","12","91,000","108","4","개인","개인","2006","광평동로 66","-","중개거래","제주 제주시","25.07.31"
"338","제주특별자치도 제주시 화북일동","9-1","0009","0001","화북주공2,3단지","59.9300","202506","12","29,200","-","4","개인","개인","1998","동화로1길 39","-","중개거래","제주 제주시","-"
"339","제주특별자치도 제주시 애월읍 하귀2리","1437","1437","0000","하귀코아루오션뷰","84.9619","202506","12","40,000","101동","2","개인","개인","2018","항몽로 7","-","직거래","-","25.06.20"
"340","제주특별자치도 제주시 일도이동","406","0406","0000","서진태영아트빌","84.9963","202506","12","28,000","-","9","개인","개인","2004","고마로19길 19","-","직거래","-","25.07.14"
"341","제주특별자치도 제주시 외도일동","440-1","0440","0001","상익푸르미르2차","83.1957","202506","12","30,000","-","4","개인","개인","2017","우령8길 5-2","-","중개거래","제주 제주시","25.07.03"
"342","제주특별자치도 제주시 화북이동","116","0116","0000","제주삼화사랑으로부영2차","84.3616","202506","12","51,300","201","4","개인","개인","2013","화삼로 12","-","중개거래","제주 제주시","25.08.13"
"343","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202506","12","17,200","505","1","개인","개인","1999","중산간동로 8002","-","중개거래","경기 고양시 덕양구","25.07.18"
"344","제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","35.4900","202506","12","18,500","-","10","개인","개인","2018","중앙로 172","-","중개거래","제주 서귀포시","25.07.25"
"345","제주특별자치도 제주시 도남동","56-5","0056","0005","남양맨션","55.5000","202506","12","8,500","도남남양아파트","3","개인","개인","1990","도남로12길 16","-","직거래","-","25.06.13"
"346","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202506","12","18,200","515","3","개인","개인","1999","중산간동로 8002","-","중개거래","제주 서귀포시","25.07.16"
"347","제주특별자치도 제주시 노형동","2585-1","2585","0001","중흥에스클래스(미리내마을)","149.8418","202506","12","91,000","-","4","개인","개인","2006","광평동로 66","20250701","중개거래","제주 제주시","-"
"348","제주특별자치도 제주시 건입동","666","0666","0000","한도맨션","81.3300","202506","12","15,000","-","2","개인","개인","1991","임항로 235","-","중개거래","제주 제주시","25.07.14"
"349","제주특별자치도 제주시 노형동","1282-3","1282","0003","세기3차","65.3200","202506","12","20,000","-","4","개인","개인","1994","수덕3길 9","-","중개거래","제주 제주시","-"
"350","제주특별자치도 서귀포시 대정읍 상모리","4170","4170","0000","아이진베라뷰대정","84.5100","202506","12","29,700","-","2","개인","개인","2017","상모로273번길 44","-","중개거래","제주 서귀포시","-"
"351","제주특별자치도 제주시 이도이동","1061-10","1061","0010","메디치","25.4800","202506","12","7,800","-","3","개인","개인","2012","가령로 76","-","직거래","-","25.06.24"
"352","제주특별자치도 제주시 노형동","2583-1","2583","0001","노형뜨란채","75.6500","202506","11","54,000","-","5","개인","개인","2006","수덕로 44","-","중개거래","제주 제주시","-"
"353","제주특별자치도 서귀포시 동홍동","1185-1","1185","0001","라인뷰","84.8615","202506","11","23,500","-","1","개인","개인","2015","동홍로162번길 5","-","직거래","-","25.06.11"
"354","제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","38.2600","202506","11","16,800","-","8","개인","개인","2018","중앙로 172","-","중개거래","제주 서귀포시","-"
"355","제주특별자치도 제주시 화북일동","9-1","0009","0001","화북주공2,3단지","59.9300","202506","11","27,000","화북2아파트207","1","개인","개인","1998","동화로1길 39","-","중개거래","제주 제주시","25.07.31"
"356","제주특별자치도 제주시 일도이동","47-1","0047","0001","일도신천지","59.9700","202506","11","26,000","105","1","개인","개인","1993","천수로 72","-","중개거래","제주 제주시","25.07.09"
"357","제주특별자치도 제주시 일도이동","321-19","0321","0019","일도더팰리스","88.8200","202506","11","40,000","-","2","개인","개인","2023","고마로9길 3","-","직거래","-","25.06.13"
"358","제주특별자치도 제주시 외도일동","529-1","0529","0001","해밀마루","47.5600","202506","11","20,200","-","6","개인","개인","2019","우정로15길 48","-","중개거래","제주 제주시","-"
"359","제주특별자치도 제주시 화북일동","9-1","0009","0001","화북주공2,3단지","59.9300","202506","11","27,000","-","1","개인","개인","1998","동화로1길 39","20250722","중개거래","제주 제주시","-"
"360","제주특별자치도 서귀포시 서홍동","1593-1","1593","0001","서홍에이원시티빌","83.1400","202506","11","28,500","-","4","개인","개인","2016","홍중로 87","-","중개거래","제주 서귀포시","25.08.01"
"361","제주특별자치도 제주시 화북이동","117","0117","0000","제주삼화엘에이치2단지","74.8300","202506","10","56,500","-","12","개인","개인","2014","화삼로 32","-","중개거래","제주 제주시","-"
"362","제주특별자치도 제주시 일도이동","47-1","0047","0001","일도신천지","59.9700","202506","10","22,000","103","1","개인","개인","1993","천수로 72","-","직거래","-","25.06.13"
"363","제주특별자치도 제주시 일도이동","330-13","0330","0013","지산20차인화위더스빌","35.0400","202506","10","9,400","-","8","개인","개인","2013","고마로10길 4","-","직거래","-","25.06.11"
"364","제주특별자치도 서귀포시 대정읍 하모리","1221-1","1221","0001","더그라벨아파트","57.1300","202506","10","18,000","-","7","개인","개인","2019","신영로 5","-","중개거래","제주 서귀포시","25.06.20"
"365","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202506","10","42,000","-","1","개인","개인","2001","우평로 318","-","중개거래","제주 제주시","-"
"366","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202506","10","32,000","-","5","개인","개인","2001","과원로 11","-","중개거래","제주 제주시","-"
"367","제주특별자치도 제주시 노형동","1069-2","1069","0002","엔알누리8차","84.6200","202506","10","44,500","가동","3","개인","개인","2022","월랑로6길 26","-","중개거래","제주 제주시","25.07.28"
"368","제주특별자치도 제주시 연동","301-7","0301","0007","현일아파트","80.8000","202506","10","29,500","-","10","개인","법인","2004","신대로 72","-","중개거래","제주 제주시","25.07.07"
"369","제주특별자치도 제주시 이도이동","1956","1956","0000","이도한일베라체","84.5000","202506","10","66,700","101","9","개인","개인","2011","신설로 55","-","중개거래","제주 제주시","25.07.29"
"370","제주특별자치도 제주시 이도이동","888","0888","0000","주공1","47.3300","202506","10","79,500","113","1","개인","개인","1985","구남로7길 36","-","직거래","-","25.06.10"
"371","제주특별자치도 제주시 한림읍 동명리","1581-1","1581","0001","제주한림코아루","84.9979","202506","10","28,500","101동","3","개인","개인","2016","동명북2길 15","-","중개거래","제주 제주시","25.08.08"
"372","제주특별자치도 제주시 애월읍 하귀1리","167","0167","0000","제주하귀휴먼시아1단지","84.8500","202506","10","43,000","110","3","개인","개인","2010","하귀9길 45","-","직거래","-","25.07.21"
"373","제주특별자치도 서귀포시 동홍동","201","0201","0000","삼아","91.9800","202506","09","20,000","101","4","개인","개인","1991","태평로536번길 6","-","중개거래","제주 서귀포시","25.08.08"
"374","제주특별자치도 서귀포시 동홍동","1230-1","1230","0001","동홍반석아르미","82.3378","202506","09","13,500","-","1","개인","개인","2003","동홍로162번길 30","-","직거래","-","-"
"375","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202506","09","16,700","522","4","개인","개인","1999","중산간동로 8002","-","중개거래","제주 서귀포시","25.06.18"
"376","제주특별자치도 서귀포시 동홍동","1369","1369","0000","동홍동센트레빌","84.9196","202506","09","47,000","105동","4","개인","개인","2021","중앙로182번길 40","-","중개거래","제주 서귀포시","25.07.02"
"377","제주특별자치도 제주시 연동","1950-6","1950","0006","지산13차위더스빌","84.9141","202506","09","32,000","1","6","개인","개인","2007","남녕로 54","-","중개거래","제주 제주시","25.07.08"
"378","제주특별자치도 제주시 연동","2325-6","2325","0006","타워프로빌","138.1400","202506","09","53,800","-","17","개인","법인","2010","도령로 95","20250704","중개거래","제주 제주시","-"
"379","제주특별자치도 제주시 연동","253-7","0253","0007","굿윌카운티","82.9550","202506","09","31,000","-","14","개인","개인","2004","연동4길 6-12","-","중개거래","제주 제주시","25.07.17"
"380","제주특별자치도 제주시 연동","2325-6","2325","0006","타워프로빌","138.1400","202506","09","53,800","-","17","개인","법인","2010","도령로 95","-","중개거래","제주 제주시","25.07.11"
"381","제주특별자치도 제주시 외도일동","494-2","0494","0002","더펠리스11차","84.8657","202506","09","46,600","-","4","개인","법인","2023","우령6길 27","-","중개거래","제주 제주시","-"
"382","제주특별자치도 제주시 이도이동","1083-14","1083","0014","이도한우리","84.5000","202506","09","36,000","-","2","개인","개인","2004","오복4길 38","-","중개거래","제주 제주시","-"
"383","제주특별자치도 서귀포시 보목동","875","0875","0000","로얄하이츠맨션","83.7000","202506","09","14,500","가","4","개인","개인","1990","마소물로8번길 10-1","-","직거래","-","25.06.30"
"384","제주특별자치도 제주시 노형동","2512-3","2512","0003","탐라빌","59.5800","202506","08","19,950","-","1","개인","개인","2001","수덕9길 72","-","중개거래","제주 제주시","-"
"385","제주특별자치도 서귀포시 동홍동","1369","1369","0000","동홍동센트레빌","84.9196","202506","08","48,300","-","8","개인","개인","2021","중앙로182번길 40","-","중개거래","제주 서귀포시","-"
"386","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202506","08","27,500","104","9","개인","개인","2000","우정로11길 22","-","직거래","-","25.08.05"
"387","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202506","07","34,000","-","4","개인","개인","2001","과원로 11","-","중개거래","제주 제주시","-"
"388","제주특별자치도 제주시 노형동","2583-1","2583","0001","노형뜨란채","84.9800","202506","07","60,000","-","10","개인","개인","2006","수덕로 44","20250616","중개거래","제주 제주시","-"
"389","제주특별자치도 제주시 노형동","2583-1","2583","0001","노형뜨란채","84.9800","202506","07","60,000","215","10","개인","개인","2006","수덕로 44","-","중개거래","제주 제주시","25.06.20"
"390","제주특별자치도 제주시 이호이동","113-2","0113","0002","이호엘리시아아파트","81.8770","202506","07","28,000","-","6","개인","법인","2017","대동길 10","-","중개거래","제주 제주시","-"
"391","제주특별자치도 제주시 삼도일동","1227-33","1227","0033","신한양레드빌","84.9250","202506","07","26,000","-","10","개인","개인","2005","서사로4길 22","-","중개거래","제주 제주시","-"
"392","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202506","07","34,000","-","4","개인","개인","2001","과원로 11","20250609","중개거래","제주 제주시","-"
"393","제주특별자치도 제주시 삼양이동","2132-3","2132","0003","동명","69.2700","202506","07","18,500","가","2","개인","개인","1991","일주동로 361","-","중개거래","제주 제주시","25.06.27"
"394","제주특별자치도 서귀포시 서홍동","2598","2598","0000","서강파인힐6차","84.0450","202506","07","39,800","606동","4","개인","개인","2020","홍중로 119-2","-","중개거래","제주 서귀포시","25.08.07"
"395","제주특별자치도 서귀포시 중문동","2364","2364","0000","상지타운(A동)","84.9675","202506","07","29,800","A","4","개인","개인","2013","천제연로178번길 39","-","중개거래","제주 서귀포시","25.07.01"
"396","제주특별자치도 서귀포시 서홍동","1602","1602","0000","형남3차","83.9028","202506","06","30,900","-","1","개인","개인","2011","홍중로 115","-","중개거래","제주 서귀포시","-"
"397","제주특별자치도 제주시 용담삼동","581-3","0581","0003","용두암현대2","119.7300","202506","06","31,500","-","1","개인","개인","1991","용담로5길 5","-","중개거래","제주 제주시","-"
"398","제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","35.4900","202506","06","16,500","-","9","개인","개인","2018","중앙로 172","20250616","직거래","-","-"
"399","제주특별자치도 서귀포시 서홍동","305-2","0305","0002","지오빌Ⅱ-2차","84.3708","202506","05","37,500","202","3","개인","개인","2013","중앙로 189","-","직거래","-","25.06.17"
"400","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202506","05","39,000","부영아파트 201","10","개인","개인","2001","우평로 318","-","중개거래","제주 제주시","25.08.01"
"401","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202506","05","39,000","-","10","개인","개인","2001","우평로 318","20250609","중개거래","제주 제주시","-"
